,Airline,Airline ID,Source Airport,Destination Airport,Codeshare,Stops,Equipment,source_airport_idx,dest_airport_idx
35774,KC,1006,KUF,ALA,,0,E90,817,787
35775,KC,1006,KUL,ALA,,0,757,170,787
35776,KC,1006,KZN,ALA,,0,E90,6,787
35777,KC,1006,KZO,ALA,,0,320 E90 319,2074,787
35778,KC,1006,KZO,TSE,,0,E90 321 320,2074,1780
35779,KC,1006,LED,ALA,,0,320,7,787
35780,KC,1006,LED,TSE,,0,E90,7,1780
35781,KC,1006,LHR,ALA,,0,757,467,787
35782,KC,1006,LHR,TSE,,0,757,467,1780
35783,KC,1006,OMS,TSE,,0,E90,2505,1780
35784,KC,1006,OVB,TSE,,0,E90,12,1780
35785,KC,1006,PEK,ALA,,0,320,303,787
35786,KC,1006,PEK,TSE,,0,320,303,1780
35787,KC,1006,PWQ,ALA,,0,E90,2612,787
35788,KC,1006,PWQ,TSE,,0,E90,2612,1780
35789,KC,1006,SCO,ALA,,0,757 321 320,2077,787
35790,KC,1006,SCO,GUW,,0,320,2077,2070
35791,KC,1006,SCO,IST,,0,320,2077,791
35792,KC,1006,SCO,TSE,,0,E90,2077,1780
35793,KC,1006,SGN,ALA,,0,757,176,787
35794,KC,1006,SVO,ALA,,0,320 321,594,787
35795,KC,1006,SVO,TSE,,0,320,594,1780
35796,KC,1006,SVX,TSE,,0,E90,13,1780
35797,KC,1006,TAS,ALA,,0,320 319 E90 757,1774,787
35798,KC,1006,TAS,TSE,,0,E90,1774,1780
35799,KC,1006,TBS,ALA,,0,E90,672,787
35800,KC,1006,TSE,AKX,,0,E90 320,1780,810
35801,KC,1006,TSE,ALA,,0,319 321 757 320 767 E90,1780,787
35802,KC,1006,TSE,AUH,,0,321 320,1780,1036
35803,KC,1006,TSE,CIT,,0,E90,1780,2067
35804,KC,1006,TSE,DZN,,0,E90,1780,2069
35805,KC,1006,TSE,FRA,,0,321 757,1780,453
35806,KC,1006,TSE,FRU,,0,E90,1780,789
35807,KC,1006,TSE,GUW,,0,320,1780,2070
35808,KC,1006,TSE,GYD,,0,E90,1780,4
35809,KC,1006,TSE,IST,,0,320,1780,791
35810,KC,1006,TSE,KBP,,0,E90,1780,1024
35811,KC,1006,TSE,KSN,,0,E90,1780,2073
35812,KC,1006,TSE,KZO,,0,E90 321 320,1780,2074
35813,KC,1006,TSE,LED,,0,E90,1780,7
35814,KC,1006,TSE,LHR,,0,757,1780,467
35815,KC,1006,TSE,OMS,,0,E90,1780,2505
35816,KC,1006,TSE,OVB,,0,E90,1780,12
35817,KC,1006,TSE,PEK,,0,320,1780,303
35818,KC,1006,TSE,PWQ,,0,E90,1780,2612
35819,KC,1006,TSE,SCO,,0,E90,1780,2077
35820,KC,1006,TSE,SVO,,0,320,1780,594
35821,KC,1006,TSE,SVX,,0,E90,1780,13
35822,KC,1006,TSE,TAS,,0,E90,1780,1774
35823,KC,1006,TSE,UKK,,0,E90 320,1780,2079
35824,KC,1006,TSE,URC,,0,E90,1780,318
35825,KC,1006,TSE,VIE,Y,0,320,1780,494
35826,KC,1006,UKK,ALA,,0,320 E90 757 319,2079,787
35827,KC,1006,UKK,TSE,,0,E90 320,2079,1780
35828,KC,1006,URC,ALA,,0,320 E90 321,318,787
35829,KC,1006,URC,TSE,,0,E90,318,1780
35830,KC,1006,VIE,TSE,Y,0,320,494,1780
35831,KE,3163,AKL,ICN,,0,772,1146,277
35832,KE,3163,AMS,ICN,,0,332,219,277
35833,KE,3163,AOJ,ICN,,0,73H,2536,277
35834,KE,3163,ATL,GIG,Y,0,764,194,107
35835,KE,3163,ATL,ICN,,0,77W,194,277
35836,KE,3163,ATL,JFK,,0,74N,194,369
35837,KE,3163,ATL,SCL,Y,0,76W,194,600
35838,KE,3163,AUH,ICN,,0,345 346,1036,277
35839,KE,3163,AXT,ICN,,0,73H 739,2546,277
35840,KE,3163,BKI,ICN,,0,73J,563,277
35841,KE,3163,BKK,ICN,,0,333 773 744 772 332,163,277
35842,KE,3163,BKK,PUS,,0,333,163,581
35843,KE,3163,BNE,ICN,,0,333,1166,277
35844,KE,3163,BOM,ICN,,0,332,644,277
35845,KE,3163,CAN,ICN,,0,333,258,277
35846,KE,3163,CDG,ICN,,0,388,441,277
35847,KE,3163,CEB,ICN,,0,744,565,277
35848,KE,3163,CEB,PUS,,0,73H,565,581
35849,KE,3163,CGK,ICN,,0,332 77W,566,277
35850,KE,3163,CGO,ICN,,0,73J 73H,259,277
35851,KE,3163,CJJ,CJU,,0,739,695,696
35852,KE,3163,CJJ,HGH,,0,739,695,166
35853,KE,3163,CJU,CJJ,,0,739,696,695
35854,KE,3163,CJU,GMP,,0,739 744 772 73H,696,698
35855,KE,3163,CJU,HIN,,0,739,696,2613
35856,KE,3163,CJU,ICN,,0,739,696,277
35857,KE,3163,CJU,KIX,,0,739,696,169
35858,KE,3163,CJU,KUV,,0,739,696,2615
35859,KE,3163,CJU,KWJ,,0,739 73H,696,2616
35860,KE,3163,CJU,NGO,,0,73H,696,578
35861,KE,3163,CJU,NRT,,0,739,696,579
35862,KE,3163,CJU,PEK,,0,333,696,303
35863,KE,3163,CJU,PUS,,0,739 333 73H,696,581
35864,KE,3163,CJU,RSU,,0,73H,696,2617
35865,KE,3163,CJU,TAE,,0,739 73H,696,1924
35866,KE,3163,CJU,USN,,0,73H,696,2618
35867,KE,3163,CJU,WJU,,0,739,696,2619
35868,KE,3163,CMB,ICN,,0,333,1042,277
35869,KE,3163,CMB,MLE,,0,333,1042,1611
35870,KE,3163,CNX,ICN,,0,772,830,277
35871,KE,3163,CSX,ICN,,0,333 332,262,277
35872,KE,3163,CTS,ICN,,0,73H 744 333 772,1191,277
35873,KE,3163,CTS,PUS,,0,73H,1191,581
35874,KE,3163,DAD,ICN,,0,321 73J,1857,277
35875,KE,3163,DFW,ICN,,0,772,367,277
35876,KE,3163,DLC,ICN,,0,319 772 73H,267,277
35877,KE,3163,DPS,ICN,,0,333,571,277
35878,KE,3163,DXB,ICN,,0,332,357,277
35879,KE,3163,FCO,ICN,,0,744,451,277
35880,KE,3163,FRA,ICN,,0,744,453,277
35881,KE,3163,FUK,ICN,,0,333 739 77W 73J,697,277
35882,KE,3163,FUK,PUS,,0,739,697,581
35883,KE,3163,GIG,ATL,Y,0,764,107,194
35884,KE,3163,GMP,CJU,,0,739 744 772 73H,698,696
35885,KE,3163,GMP,HIN,,0,73H,698,2613
35886,KE,3163,GMP,HND,,0,773 772,698,706
35887,KE,3163,GMP,KIX,,0,772,698,169
35888,KE,3163,GMP,KPO,,0,73H,698,2614
35889,KE,3163,GMP,KWJ,,0,73H,698,2616
35890,KE,3163,GMP,PEK,,0,772 744,698,303
35891,KE,3163,GMP,PUS,,0,73H 739 73J,698,581
35892,KE,3163,GMP,RSU,,0,73H,698,2617
35893,KE,3163,GMP,SHA,,0,772,698,839
35894,KE,3163,GMP,USN,,0,73H,698,2618
35895,KE,3163,GRU,LAX,,0,77W,108,337
35896,KE,3163,GUM,ICN,,0,744,699,277
35897,KE,3163,GUM,KIX,,0,772 739,699,169
35898,KE,3163,GUM,PUS,,0,73H,699,581
35899,KE,3163,HAN,ICN,,0,73J 332 333,573,277
35900,KE,3163,HAN,PUS,,0,321,573,581
35901,KE,3163,HGH,CJJ,,0,739,166,695
35902,KE,3163,HIN,CJU,,0,739,2613,696
35903,KE,3163,HIN,GMP,,0,73H,2613,698
35904,KE,3163,HKG,ICN,,0,388 333 744 332 73J 77W,167,277
35905,KE,3163,HKG,PUS,,0,739,167,581
35906,KE,3163,HKT,ICN,,0,333,168,277
35907,KE,3163,HND,GMP,,0,772 773,706,698
35908,KE,3163,HND,ICN,,0,73H,706,277
35909,KE,3163,HNL,ICN,,0,333 744,1227,277
35910,KE,3163,HNL,NRT,,0,333,1227,579
35911,KE,3163,IAD,ICN,,0,77W 772,1232,277
35912,KE,3163,IAH,ICN,,0,772 77W,1233,277
35913,KE,3163,ICN,AKL,,0,772,277,1146
35914,KE,3163,ICN,AMS,,0,332,277,219
35915,KE,3163,ICN,AOJ,,0,73H,277,2536
35916,KE,3163,ICN,ATL,,0,77W,277,194
35917,KE,3163,ICN,AUH,,0,345 346,277,1036
35918,KE,3163,ICN,AXT,,0,73H 739,277,2546
35919,KE,3163,ICN,BKI,,0,73J,277,563
35920,KE,3163,ICN,BKK,,0,744 773 333 772 332,277,163
35921,KE,3163,ICN,BNE,,0,333,277,1166
35922,KE,3163,ICN,BOM,,0,332,277,644
35923,KE,3163,ICN,CAN,,0,333,277,258
35924,KE,3163,ICN,CDG,,0,388,277,441
35925,KE,3163,ICN,CEB,,0,744,277,565
35926,KE,3163,ICN,CGK,,0,77W 332,277,566
35927,KE,3163,ICN,CGO,,0,73J 73H,277,259
35928,KE,3163,ICN,CJU,,0,739,277,696
35929,KE,3163,ICN,CMB,,0,333,277,1042
35930,KE,3163,ICN,CNX,,0,772,277,830
35931,KE,3163,ICN,CSX,,0,333 332,277,262
35932,KE,3163,ICN,CTS,,0,744 73H 333 772,277,1191
35933,KE,3163,ICN,DAD,,0,321 73J,277,1857
35934,KE,3163,ICN,DFW,,0,772,277,367
35935,KE,3163,ICN,DLC,,0,772 319 73H,277,267
35936,KE,3163,ICN,DPS,,0,333,277,571
35937,KE,3163,ICN,DXB,,0,332,277,357
35938,KE,3163,ICN,FRA,,0,744,277,453
35939,KE,3163,ICN,FUK,,0,333 739 77W 73J,277,697
35940,KE,3163,ICN,GUM,,0,744,277,699
35941,KE,3163,ICN,HAN,,0,73J 332 333,277,573
35942,KE,3163,ICN,HKG,,0,333 744 332 388 73J 77W,277,167
35943,KE,3163,ICN,HKT,,0,333,277,168
35944,KE,3163,ICN,HND,,0,73H,277,706
35945,KE,3163,ICN,HNL,,0,333 744,277,1227
35946,KE,3163,ICN,IAD,,0,77W 772,277,1232
35947,KE,3163,ICN,IAH,,0,772 77W,277,1233
35948,KE,3163,ICN,IST,,0,772,277,791
35949,KE,3163,ICN,JFK,,0,388 77W,277,369
35950,KE,3163,ICN,KIJ,,0,73J,277,1979
35951,KE,3163,ICN,KIX,,0,333 73H 772 739 77W 332,277,169
35952,KE,3163,ICN,KMG,,0,73J,277,286
35953,KE,3163,ICN,KMQ,,0,73H,277,1870
35954,KE,3163,ICN,KOJ,,0,73H 73J 739,277,1820
35955,KE,3163,ICN,KTM,,0,772,277,360
35956,KE,3163,ICN,KUL,,0,772 77W,277,170
35957,KE,3163,ICN,LAS,,0,772,277,336
35958,KE,3163,ICN,LAX,,0,388 77W,277,337
35959,KE,3163,ICN,LED,,0,772,277,7
35960,KE,3163,ICN,LHR,,0,77W,277,467
35961,KE,3163,ICN,MAD,,0,332 744,277,470
35962,KE,3163,ICN,MDG,,0,73J,277,1920
35963,KE,3163,ICN,MNL,,0,773,277,92
35964,KE,3163,ICN,MXP,,0,744,277,472
35965,KE,3163,ICN,NAN,,0,332,277,1280
35966,KE,3163,ICN,NBO,,0,332,277,162
35967,KE,3163,ICN,NGO,,0,73H 332 333 772,277,578
35968,KE,3163,ICN,NRT,,0,73H 77W 333 744 332 73J,277,579
35969,KE,3163,ICN,OIT,,0,73H 73J,277,2280
35970,KE,3163,ICN,OKJ,,0,739,277,1871
35971,KE,3163,ICN,ORD,,0,772 77W,277,122
35972,KE,3163,ICN,PEK,,0,773 772 332,277,303
35973,KE,3163,ICN,PNH,,0,73H 73J,277,173
35974,KE,3163,ICN,PRG,,0,333 744,277,478
35975,KE,3163,ICN,PVG,,0,77W 333 772,277,304
35976,KE,3163,ICN,REP,,0,73J 73H,277,174
35977,KE,3163,ICN,RGN,,0,73H,277,175
35978,KE,3163,ICN,ROR,,0,73H,277,1561
35979,KE,3163,ICN,RUH,,0,332,277,1060
35980,KE,3163,ICN,SEA,,0,772 77W,277,1322
35981,KE,3163,ICN,SFO,,0,77W 772,277,1323
35982,KE,3163,ICN,SGN,,0,73H 321 333 744,277,176
35983,KE,3163,ICN,SHE,,0,773 332 73H 744,277,306
35984,KE,3163,ICN,SIN,,0,773 77W,277,177
35985,KE,3163,ICN,SVO,,0,772,277,594
35986,KE,3163,ICN,SYD,,0,333,277,309
35987,KE,3163,ICN,SZX,,0,73J,277,311
35988,KE,3163,ICN,TAE,,0,73H 73J,277,1924
35989,KE,3163,ICN,TAO,,0,73J 333 744,277,312
35990,KE,3163,ICN,TAS,,0,332,277,1774
35991,KE,3163,ICN,TLV,,0,772,277,339
35992,KE,3163,ICN,TNA,,0,73J 739,277,313
35993,KE,3163,ICN,TPE,,0,333 73H,277,179
35994,KE,3163,ICN,TSN,,0,73H 739,277,315
35995,KE,3163,ICN,TXN,,0,73H 73J,277,1872
35996,KE,3163,ICN,ULN,,0,333,277,1926
35997,KE,3163,ICN,VIE,,0,77W,277,494
35998,KE,3163,ICN,VVO,,0,73J,277,1967
35999,KE,3163,ICN,WUH,,0,73J,277,321
36000,KE,3163,ICN,XIY,,0,332,277,325
36001,KE,3163,ICN,XMN,,0,73H 73J,277,326
36002,KE,3163,ICN,YNJ,,0,739,277,1934
36003,KE,3163,ICN,YNT,Y,0,320,277,1854
36004,KE,3163,ICN,YVR,,0,772,277,332
36005,KE,3163,ICN,YYZ,,0,772,277,1063
36006,KE,3163,IST,ICN,,0,772,791,277
36007,KE,3163,JED,RUH,,0,332,358,1060
36008,KE,3163,JFK,ICN,,0,77W 388,369,277
36009,KE,3163,KIJ,ICN,,0,739 73J,1979,277
36010,KE,3163,KIX,CJU,,0,739,169,696
36011,KE,3163,KIX,GMP,,0,772,169,698
36012,KE,3163,KIX,GUM,,0,772 739,169,699
36013,KE,3163,KIX,ICN,,0,772 333 73H 739 77W 332,169,277
36014,KE,3163,KIX,PUS,,0,73H,169,581
36015,KE,3163,KMG,ICN,,0,73J,286,277
36016,KE,3163,KMQ,ICN,,0,73H,1870,277
36017,KE,3163,KOJ,ICN,,0,73H 73J 739,1820,277
36018,KE,3163,KPO,GMP,,0,73H,2614,698
36019,KE,3163,KTM,ICN,,0,772,360,277
36020,KE,3163,KUL,ICN,,0,772 77W,170,277
36021,KE,3163,KUV,CJU,,0,739,2615,696
36022,KE,3163,KWJ,CJU,,0,739 73H,2616,696
36023,KE,3163,KWJ,GMP,,0,73H,2616,698
36024,KE,3163,LAS,ICN,,0,772,336,277
36025,KE,3163,LAX,GRU,,0,77W,337,108
36026,KE,3163,LAX,ICN,,0,388 77W,337,277
36027,KE,3163,LAX,LIM,Y,0,763,337,29
36028,KE,3163,LED,ICN,,0,772,7,277
36029,KE,3163,LHR,ICN,,0,77W,467,277
36030,KE,3163,LIM,LAX,Y,0,763,29,337
36031,KE,3163,LIM,SCL,Y,0,763,29,600
36032,KE,3163,MAD,ICN,,0,332 744,470,277
36033,KE,3163,MDG,ICN,,0,73J,1920,277
36034,KE,3163,MEX,TIJ,Y,0,787,395,410
36035,KE,3163,MLE,CMB,,0,333,1611,1042
36036,KE,3163,MNL,ICN,,0,773,92,277
36037,KE,3163,MXP,FCO,,0,744,472,451
36038,KE,3163,NAN,ICN,,0,332,1280,277
36039,KE,3163,NBO,ICN,,0,332,162,277
36040,KE,3163,NGO,CJU,,0,73H,578,696
36041,KE,3163,NGO,ICN,,0,772 73H 332 333,578,277
36042,KE,3163,NGO,PUS,,0,739,578,581
36043,KE,3163,NKG,PUS,,0,73H,299,581
36044,KE,3163,NRT,CJU,,0,739,579,696
36045,KE,3163,NRT,HNL,,0,333,579,1227
36046,KE,3163,NRT,ICN,,0,332 73H 77W 333 744 73J,579,277
36047,KE,3163,NRT,PUS,,0,739,579,581
36048,KE,3163,OIT,ICN,,0,73H 73J,2280,277
36049,KE,3163,OKJ,ICN,,0,739,1871,277
36050,KE,3163,ORD,ICN,,0,772 77W,122,277
36051,KE,3163,PEK,CJU,,0,333,303,696
36052,KE,3163,PEK,GMP,,0,772 744,303,698
36053,KE,3163,PEK,ICN,,0,773 772 332,303,277
36054,KE,3163,PEK,PUS,,0,333,303,581
36055,KE,3163,PNH,ICN,,0,73H 73J,173,277
36056,KE,3163,PRG,ARN,,0,319,478,58
36057,KE,3163,PRG,ICN,,0,744 333,478,277
36058,KE,3163,PUS,BKK,,0,333,581,163
36059,KE,3163,PUS,CEB,,0,73H,581,565
36060,KE,3163,PUS,CJU,,0,739 333 73H,581,696
36061,KE,3163,PUS,CTS,,0,73H,581,1191
36062,KE,3163,PUS,FUK,,0,739,581,697
36063,KE,3163,PUS,GMP,,0,73H 739,581,698
36064,KE,3163,PUS,GUM,,0,73H,581,699
36065,KE,3163,PUS,HAN,,0,321,581,573
36066,KE,3163,PUS,HKG,,0,739,581,167
36067,KE,3163,PUS,KIX,,0,73H,581,169
36068,KE,3163,PUS,NGO,,0,739,581,578
36069,KE,3163,PUS,NKG,,0,73H,581,299
36070,KE,3163,PUS,NRT,,0,739,581,579
36071,KE,3163,PUS,PEK,,0,333,581,303
36072,KE,3163,PUS,PVG,,0,739,581,304
36073,KE,3163,PUS,REP,,0,73H,581,174
36074,KE,3163,PUS,SGN,Y,0,321,581,176
36075,KE,3163,PUS,TAO,,0,73H,581,312
36076,KE,3163,PVG,ICN,,0,772 77W 333,304,277
36077,KE,3163,PVG,PUS,,0,739,304,581
36078,KE,3163,REP,ICN,,0,73J 73H,174,277
36079,KE,3163,REP,PUS,,0,73H,174,581
36080,KE,3163,RGN,ICN,,0,73H,175,277
36081,KE,3163,ROR,ICN,,0,73H,1561,277
36082,KE,3163,RSU,CJU,,0,73H,2617,696
36083,KE,3163,RSU,GMP,,0,73H,2617,698
36084,KE,3163,RUH,ICN,,0,332,1060,277
36085,KE,3163,RUH,JED,,0,332,1060,358
36086,KE,3163,SCL,ATL,Y,0,76W,600,194
36087,KE,3163,SCL,LIM,Y,0,763,600,29
36088,KE,3163,SEA,ICN,,0,772 77W,1322,277
36089,KE,3163,SFO,ICN,,0,77W 772,1323,277
36090,KE,3163,SGN,ICN,,0,321 73H 333 744,176,277
36091,KE,3163,SGN,PUS,Y,0,321,176,581
36092,KE,3163,SHA,GMP,,0,772,839,698
36093,KE,3163,SHE,ICN,,0,773 332 73H 744,306,277
36094,KE,3163,SIN,ICN,,0,77W 773,177,277
36095,KE,3163,SVO,ICN,,0,772,594,277
36096,KE,3163,SYD,ICN,,0,333,309,277
36097,KE,3163,SZX,ICN,,0,73J,311,277
36098,KE,3163,TAE,CJU,,0,73H 739,1924,696
36099,KE,3163,TAE,ICN,,0,73J 73H,1924,277
36100,KE,3163,TAO,ICN,,0,73J 333 744,312,277
36101,KE,3163,TAO,PUS,,0,73H,312,581
36102,KE,3163,TAS,ICN,,0,332 763 753,1774,277
36103,KE,3163,TIJ,NRT,Y,0,787,410,579
36104,KE,3163,TLV,ICN,,0,772,339,277
36105,KE,3163,TNA,ICN,,0,73J 739,313,277
36106,KE,3163,TPE,ICN,,0,333 73H,179,277
36107,KE,3163,TSN,ICN,,0,73H 739,315,277
36108,KE,3163,TXN,ICN,,0,73H 73J,1872,277
36109,KE,3163,ULN,ICN,,0,333,1926,277
36110,KE,3163,USN,CJU,,0,73H,2618,696
36111,KE,3163,USN,GMP,,0,73H,2618,698
36112,KE,3163,VIE,ZRH,,0,77W,494,56
36113,KE,3163,VVO,ICN,,0,73J,1967,277
36114,KE,3163,WJU,CJU,,0,739,2619,696
36115,KE,3163,WUH,ICN,,0,73J,321,277
36116,KE,3163,XIY,ICN,,0,332,325,277
36117,KE,3163,XMN,ICN,,0,73H 73J,326,277
36118,KE,3163,YNJ,ICN,,0,739,1934,277
36119,KE,3163,YNT,ICN,Y,0,320,1854,277
36120,KE,3163,YVR,ICN,,0,772,332,277
36121,KE,3163,YYZ,ICN,,0,772,1063,277
36122,KE,3163,ZRH,ICN,,0,77W,56,277
36123,KK,995,ADA,EBL,,0,320,856,2114
36124,KK,995,ADA,ECN,,0,320,856,861
36125,KK,995,ADA,IST,,0,320,856,791
36126,KK,995,ADB,ECN,,0,320,857,861
36127,KK,995,ADB,IST,,0,320,857,791
36128,KK,995,AYT,IST,,0,320,423,791
36129,KK,995,BJV,IST,,0,320,858,791
36130,KK,995,EBL,ADA,,0,320,2114,856
36131,KK,995,EBL,ESB,,0,320,2114,2211
36132,KK,995,EBL,IST,,0,320,2114,791
36133,KK,995,ECN,ADA,,0,320,861,856
36134,KK,995,ECN,ADB,,0,320,861,857
36135,KK,995,ECN,IST,,0,320,861,791
36136,KK,995,ESB,EBL,,0,320,2211,2114
36137,KK,995,GZT,IST,,0,320,866,791
36138,KK,995,IKA,IST,,0,320,790,791
36139,KK,995,IST,ADA,,0,320,791,856
36140,KK,995,IST,ADB,,0,320,791,857
36141,KK,995,IST,AYT,,0,320,791,423
36142,KK,995,IST,BJV,,0,320,791,858
36143,KK,995,IST,EBL,,0,320,791,2114
36144,KK,995,IST,ECN,,0,320,791,861
36145,KK,995,IST,GZT,,0,320,791,866
36146,KK,995,IST,IKA,,0,320,791,790
36147,KK,995,IST,ISU,,0,320,791,2139
36148,KK,995,IST,LTN,,0,320,791,2258
36149,KK,995,IST,NBC,,0,320,791,9
36150,KK,995,IST,TBS,,0,320,791,672
36151,KK,995,ISU,IST,,0,320,2139,791
36152,KK,995,LTN,IST,,0,320,2258,791
36153,KK,995,NBC,IST,,0,320,9,791
36154,KK,995,TBS,IST,,0,320,672,791
36155,KL,3090,AAL,AMS,Y,0,EMJ F70,1754,219
36156,KL,3090,ABE,ATL,Y,0,CRJ,1138,194
36157,KL,3090,ABQ,ATL,Y,0,757 320,1140,194
36158,KL,3090,ABV,CDG,Y,0,332,1516,441
36159,KL,3090,ABV,PHC,Y,0,332,1516,1558
36160,KL,3090,ABY,ATL,Y,0,CRJ,1517,194
36161,KL,3090,ABZ,AMS,,0,737 EMJ F70,1141,219
36162,KL,3090,ACC,AMS,,0,330,34,219
36163,KL,3090,ADD,JIB,Y,0,EMJ E90,1380,160
36164,KL,3090,ADD,NBO,Y,0,E90,1380,162
36165,KL,3090,AES,AMS,Y,0,EMJ,1755,219
36166,KL,3090,AEX,ATL,Y,0,CRJ,1144,194
36167,KL,3090,AGS,ATL,Y,0,CRJ 717,1145,194
36168,KL,3090,AKU,URC,Y,0,737,1894,318
36169,KL,3090,ALA,AMS,,0,330,787,219
36170,KL,3090,ALB,ATL,Y,0,M88 CR9,933,194
36171,KL,3090,ALG,CDG,Y,0,319,429,441
36172,KL,3090,AMS,AAL,Y,0,F70 EMJ,219,1754
36173,KL,3090,AMS,ABZ,,0,EMJ 737 F70,219,1141
36174,KL,3090,AMS,ACC,,0,330,219,34
36175,KL,3090,AMS,AES,Y,0,EMJ,219,1755
36176,KL,3090,AMS,ALA,,0,330,219,787
36177,KL,3090,AMS,ARN,,0,737,219,58
36178,KL,3090,AMS,ATH,,0,737,219,431
36179,KL,3090,AMS,ATL,,0, 777,219,194
36180,KL,3090,AMS,AUA,,0,330,219,235
36181,KL,3090,AMS,AUH,,0,330,219,1036
36182,KL,3090,AMS,BCN,,0,737,219,129
36183,KL,3090,AMS,BGO,,0,F70 EMJ 737,219,433
36184,KL,3090,AMS,BHX,,0,EMJ 737,219,434
36185,KL,3090,AMS,BKK,,0,777,219,163
36186,KL,3090,AMS,BLL,,0,737 EMJ,219,1522
36187,KL,3090,AMS,BLQ,Y,0,EMJ,219,221
36188,KL,3090,AMS,BOD,,0,F70,219,49
36189,KL,3090,AMS,BOM,Y,0,76W,219,644
36190,KL,3090,AMS,BOS,Y,0,330,219,938
36191,KL,3090,AMS,BRE,Y,0,F70,219,437
36192,KL,3090,AMS,BRS,Y,0,EMJ,219,50
36193,KL,3090,AMS,BRU,Y,0,F70 EMJ,219,222
36194,KL,3090,AMS,BSL,Y,0,F70 EMJ,219,424
36195,KL,3090,AMS,BUD,,0,737,219,439
36196,KL,3090,AMS,CAI,,0,777,219,338
36197,KL,3090,AMS,CAN,Y,0,330,219,258
36198,KL,3090,AMS,CDG,,0,737,219,441
36199,KL,3090,AMS,CFE,Y,0,ERJ,219,1112
36200,KL,3090,AMS,CGN,Y,0,F70,219,223
36201,KL,3090,AMS,CPH,,0,737 EMJ,219,673
36202,KL,3090,AMS,CPT,,0,777,219,635
36203,KL,3090,AMS,CTU,,0,74M,219,263
36204,KL,3090,AMS,CUR,,0,747,219,237
36205,KL,3090,AMS,CWL,Y,0,F70,219,445
36206,KL,3090,AMS,DEL,,0,330,219,418
36207,KL,3090,AMS,DFW,,0,330,219,367
36208,KL,3090,AMS,DMM,,0,330,219,1045
36209,KL,3090,AMS,DOH,,0,330,219,1046
36210,KL,3090,AMS,DTW,Y,0,777 330 76W,219,913
36211,KL,3090,AMS,DUS,Y,0,F70,219,182
36212,KL,3090,AMS,DXB,,0,777,219,357
36213,KL,3090,AMS,EDI,,0,737 EMJ,219,449
36214,KL,3090,AMS,EWR,Y,0,76W,219,1047
36215,KL,3090,AMS,EZE,,0,777,219,368
36216,KL,3090,AMS,FCO,,0,737,219,451
36217,KL,3090,AMS,FLR,,0,EMJ,219,1116
36218,KL,3090,AMS,FRA,Y,0,EMJ F70,219,453
36219,KL,3090,AMS,FUK,,0,777,219,697
36220,KL,3090,AMS,GIG,,0,777,219,107
36221,KL,3090,AMS,GLA,,0,EMJ 737,219,1219
36222,KL,3090,AMS,GOT,,0,EMJ,219,1118
36223,KL,3090,AMS,GRU,,0,777,219,108
36224,KL,3090,AMS,GVA,,0,737 F70 EMJ,219,51
36225,KL,3090,AMS,HAJ,Y,0,EMJ F70,219,454
36226,KL,3090,AMS,HAM,,0,737 EMJ,219,187
36227,KL,3090,AMS,HAV,,0,330,219,391
36228,KL,3090,AMS,HEL,,0,737,219,456
36229,KL,3090,AMS,HGH,,0,777,219,166
36230,KL,3090,AMS,HKG,,0,74M,219,167
36231,KL,3090,AMS,HRE,,0,330,219,1539
36232,KL,3090,AMS,HUY,Y,0,F70,219,1761
36233,KL,3090,AMS,IAD,,0,330,219,1232
36234,KL,3090,AMS,IAH,,0,74M,219,1233
36235,KL,3090,AMS,ICN,,0,74M 330,219,277
36236,KL,3090,AMS,IST,,0,737,219,791
36237,KL,3090,AMS,JFK,,0,330 777 74M 747,219,369
36238,KL,3090,AMS,JNB,,0,777,219,637
36239,KL,3090,AMS,JRO,,0,330,219,1541
36240,KL,3090,AMS,KBP,,0,737,219,1024
36241,KL,3090,AMS,KGL,,0,330,219,1386
36242,KL,3090,AMS,KIX,,0,777,219,169
36243,KL,3090,AMS,KRS,Y,0,F70 EMJ,219,1764
36244,KL,3090,AMS,KUL,,0,777,219,170
36245,KL,3090,AMS,KWI,,0,330,219,1056
36246,KL,3090,AMS,LAD,,0,330,219,1387
36247,KL,3090,AMS,LAX,,0,74M 747,219,337
36248,KL,3090,AMS,LBA,Y,0,F70 EMJ,219,1247
36249,KL,3090,AMS,LCA,Y,0,32S,219,52
36250,KL,3090,AMS,LCY,Y,0,ARJ,219,1363
36251,KL,3090,AMS,LED,,0,737,219,7
36252,KL,3090,AMS,LHR,,0,737 F70 EMJ,219,467
36253,KL,3090,AMS,LIM,,0,777,219,29
36254,KL,3090,AMS,LIN,,0,737,219,468
36255,KL,3090,AMS,LIS,,0,737,219,469
36256,KL,3090,AMS,LOS,,0,330,219,135
36257,KL,3090,AMS,LPI,Y,0,F70 EMJ,219,2620
36258,KL,3090,AMS,LUX,Y,0,EMJ F70,219,1258
36259,KL,3090,AMS,LYS,Y,0,EMJ F70,219,227
36260,KL,3090,AMS,MAD,,0,737,219,470
36261,KL,3090,AMS,MAN,,0,737 EMJ F70,219,471
36262,KL,3090,AMS,MEX,,0,74M,219,395
36263,KL,3090,AMS,MME,Y,0,F70,219,1767
36264,KL,3090,AMS,MRS,Y,0,32S,219,1087
36265,KL,3090,AMS,MSP,Y,0,330 76W,219,925
36266,KL,3090,AMS,MUC,,0,737,219,188
